State,County,Pop 2000,Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Unknown,Nonroad,Transport
AR,Saline County,83529,1.7445140992,,0.1182739751,0.3154880315,0.2726961431,0,0.7841263359,0,0.0403501614,0.1014275849,0.1121518672,1.0380559495
AR,Scott County,10996,3.4215075566,,0.0775694258,1.1325888091,0.2159282881,0,1.7092740404,0,0.0248654852,0.0625041304,0.1987773776,1.9954210336
AR,Searcy County,8261,5.5106478195,,0.1165070172,0.1746370042,0.2990300076,0,4.6260426564,0,0.0103965513,0.0261338001,0.2579007827,4.9204737905
AR,Sebastian County,115071,4.1182670399,,0.3491427404,1.804853974,0.3196161168,0.0079099369,1.1365405931,0,0.0928934373,0.2335047993,0.1738054422,1.6367442719
AR,Sevier County,15757,3.7537231084,,0.1180322695,1.3231757102,0.1823503673,0,1.5048999272,0,0.1065635416,0.2678673737,0.2508339187,2.1301647613
AR,Sharp County,17119,6.4474881152,,0.1371367891,0.197484046,0.3321471969,0,5.5200217991,0,0.02843471,0.0714756784,0.1607878959,5.7807200833
AR,Stone County,11499,2.5835302899,,0.106389204,0.5812019634,0.3432317464,0,1.3465801978,0,0,0,0.2061271784,1.5527073762
AR,Union County,45629,11.6932251853,,0.1567509476,9.3236644873,0.2770384669,0.0034508147,1.5264056702,0,0.0650868632,0.1636078492,0.1772200863,1.9323204688
AR,Van Buren County,16192,2.9090661823,,0.1099061714,0.3826924036,0.2822469052,0,1.74296711,0,0.0592519291,0.1489406559,0.183061007,2.1342207021
AR,Washington County,157715,3.3288284386,,0.315649522,0.959032037,0.3879125563,0,1.2620900629,0,0.059363835,0.1492219463,0.1955584792,1.6662343234
AR,White County,67165,3.8857046253,,0.3929160565,1.2769541816,0.2536346096,0.0001671682,1.5815186768,0,0.0565312381,0.142101694,0.1818810004,1.9620326093
AR,Woodruff County,8741,6.1927332348,,0.10720932,0.3877611491,0.317652015,2.3522522244,1.5931709834,0,0.128961511,0.3241685816,0.9815574503,3.0278585263
AR,Yell County,21139,3.1578187204,,0.0988128776,1.2333820478,0.2243232217,0,1.3770037618,0,0,0,0.2242968114,1.6013005732
CA,Alameda County,1443741,2.0947635739,,0.1288989204,0.141016382,0.3156212558,0.0005258325,1.1346472319,0,0.0717834683,0.18044101,0.121829473,1.5087011832
CA,Alpine County,1208,7.1284767217,,0.488500785,0,0.4908047604,0,1.9367889254,0,0,0,4.2123822509,6.1491711763
CA,Amador County,35100,3.6028144237,,0.1400422339,1.06588783,0.1331314624,2.63350679036531E-006,1.8471228905,0,0.0772859623,0.1942723741,0.1450690368,2.2637502638
CA,Butte County,203171,1.9079639686,,0.1203171699,0.0551762387,0.2374496656,0.0039107275,1.1514362131,0,0.0570958497,0.1435209448,0.1390571591,1.4911101668
CA,Calaveras County,40554,2.3376841839,,0.005785463,0.0422704025,0.1493741235,0,1.6679550227,0,0.0661817499,0.166360096,0.2397573263,2.1402541949
CA,Colusa County,18804,6.1837618089,,2.0693552797,0.8615441922,0.2147600184,0.0015126508,1.8723804693,0,0.1606258319,0.4037626555,0.5998207111,3.0365896678
CA,Contra Costa County,948816,5.7361851169,,0.1594186995,1.6853886547,0.3463306231,2.1373935677,1.2169356543,0,0.0194999918,0.0490168306,0.1222010951,1.4076535718
CA,Del Norte County,27507,1.7763668962,,0.1330508244,0.0443762313,0.1080593668,0,1.1114060425,0,0.032588837,0.0819180791,0.2649675151,1.4908804736
CA,El Dorado County,156299,2.0641836684,,0.0863449515,0.0192359635,0.1613229179,0,1.242444505,0,0.1022250434,0.256961533,0.1956487542,1.7972798355
CA,Fresno County,799407,2.2335360632,,0.1462503327,0.2540109001,0.2376941338,0.0063623749,1.2785128556,0,0.0476976019,0.1198967318,0.1431111324,1.5892183217
CA,Glenn County,26453,4.5724330161,,1.036477948,0.7070184427,0.181322551,0.0161423388,1.4824669893,0,0.2198475298,0.552627343,0.3765298735,2.6314717356
CA,Humboldt County,126518,3.1810949248,,0.0533837245,0.0549697734,0.2828766196,0.5793171363,1.3501196083,0,0.1852118771,0.465564256,0.2096519296,2.210547671
CA,Imperial County,142361,4.0246817747,,0.1232098919,0.5620440927,0.0706707387,0.7209661321,1.6086184363,0,0.1573400707,0.39550332,0.3863290925,2.5477909195
CA,Inyo County,17945,4.0539400337,,0.0962815371,0.3891487121,0.1971523317,0.0078977907,1.7862104144,0,0.3537518563,0.8892205707,0.3342768206,3.363459662
CA,Kern County,661645,7.4619288273,,0.5945004022,3.7573705585,0.225617957,0.1840167721,1.5893472346,0.7127097969,0.074239086,0.1866136667,0.1375133534,1.9877133407
CA,Kings County,129461,3.9431914176,,0.1215955592,2.1132986681,0.0538953776,0.1063033253,1.273531297,0,0.0302571328,0.0760568764,0.1682531811,1.5480984873
CA,Lake County,58309,2.4288932303,,0.0856927928,0.0392724698,0.1956403647,0.0032118991,1.3837570281,0,0.1470248594,0.3695741234,0.204719693,2.1050757039
CA,Lassen County,33828,5.459677715,,0.7474355035,0.0488555531,0.302979552,2.4829314917,1.1859492925,0,0.0369416927,0.0928598563,0.5617247733,1.8774756147
CA,Los Angeles County,9519338,2.2392317586,,0.0290865294,0.5280294941,0.2000865424,0.223368476,0.9833151963,0,0.0524330624,0.1318001863,0.0911122717,1.2586607167
CA,Madera County,123109,2.6052905833,,0.1632560199,0.2905243708,0.144998644,9.56872040879619E-006,1.6392180245,0,0.0498845248,0.1253939291,0.1920055015,2.0065019799
CA,Marin County,247289,2.3151398882,,0.1177642544,0.0576720316,0.4276861317,0.0002583251,1.3337457687,0,0.0588997237,0.1480553282,0.1710583248,1.7117591454
CA,Mariposa County,17130,2.7007304517,,0.0445187332,0.0312982542,0.2359708155,0,1.5045043386,0,0.2129627091,0.5353211506,0.1361544506,2.3889426488
CA,Mendocino County,86265,2.4978294791,,0.0334730219,0.1467989736,0.2927715878,0,1.5076107115,0,0.0859929529,0.2161591319,0.2150230995,2.0247858958
CA,Merced County,210554,3.4542124289,,0.1551779321,1.0392987988,0.182140944,0.0350579836,1.6270891801,0,0.0577781053,0.1452359534,0.2124335316,2.0425367704
CA,Modoc County,9449,7.1092134909,,0.2506986753,0.0035907548,0.3039742056,0,1.6516657615,0,0.6012862929,1.5114439897,2.7865538112,6.5509498552
CA,Mono County,12853,3.439593478,,0.1303714897,0.0353334263,0.1967895151,0,1.5606840138,0,0.1610408943,0.4048060743,0.9505680644,3.0770990468
CA,Monterey County,401762,13.5028445971,,0.1316939498,9.2168462435,0.2332364512,2.0981420663,1.4730914453,0,0.0620706769,0.1560261139,0.1317376503,1.8229258864
CA,Napa County,124279,2.5938101268,,0.1660001281,0.129997917,0.3198255982,0.0371439777,1.2937464273,0,0.129010054,0.3242906253,0.1937953992,1.9408425058
CA,Nevada County,92033,2.5033010396,,0.0219955808,0.1554067275,0.350293085,0.0044285115,1.4188941799,0,0.1046720978,0.2631126524,0.1844982048,1.9711771349
CA,Orange County,2846289,1.8723576792,,0.0936607056,0.1244516452,0.211651097,0.0896743511,1.1166221946,0,0.0284069986,0.0714062389,0.1364844482,1.3529198803
CA,Placer County,248399,2.7054634782,,0.2531517781,0.0557517103,0.2976791229,0.0110009281,1.5592021704,0,0.0635787717,0.1598169987,0.305281998,2.0878799388
CA,Plumas County,20824,66.7092997744,,0.0836710865,0.1608664212,0.2405382839,62.973238192,1.9034436468,0,0.2434130944,0.6118637665,0.4922652832,3.2509857908
CA,Riverside County,1545387,2.4770984074,,0.1022022642,0.2371204758,0.22034304,0.0357401295,1.3967858614,0.0077962337,0.0753487941,0.1894031106,0.212358498,1.8738962642
CA,Sacramento County,1223499,2.2505806239,,0.2275542067,0.0290252634,0.238520081,0.2630097352,1.1581422294,0,0.0560540912,0.1409023056,0.1373727115,1.4924713376
CA,San Benito County,53234,2.5301615847,,0.0429698472,0.2520495508,0.1875053984,0.0011536713,1.5607822967,0,0.1109434002,0.2788767405,0.0958806795,2.0464831169
CA,San Bernardino County,1709434,3.2670934453,,0.1608044946,0.6323888849,0.2194118735,0.2511138843,1.1800289515,0.4967245194,0.0593813708,0.1492660408,0.1179734256,1.5066497887
CA,San Diego County,2813833,2.6462628322,,0.5060600514,0.0711337667,0.0952671015,0.3533351645,1.2906517703,0,0.0539843538,0.1356996438,0.1401309802,1.6204667481
CA,San Francisco County,776733,1.7387066629,,0.1202363767,0.072535476,0.3753132978,0.2325926479,0.8332803965,0,0,0,0.104748468,0.9380288645
CA,San Joaquin County,563598,2.7085010973,,0.1339109833,0.6107261492,0.2244991121,0.0146688984,1.4074477582,0,0.0356500979,0.0896130916,0.1919850067,1.7246959543
CA,San Luis Obispo County,246681,3.2620965511,,0.0871237201,0.3008251814,0.2328739384,0.9471399753,1.2440909021,0,0.0742573296,0.1866594929,0.1891260113,1.6941337359
CA,San Mateo County,707161,2.7399489212,,0.1204958698,0.1880060707,0.363672363,0.0001839876,1.4774284161,0,0.1323505498,0.3326875471,0.125124117,2.06759063
CA,Santa Barbara County,399347,3.2562213483,,0.5239346365,0.7726282943,0.2473568467,0.0157906619,1.2018499268,0,0.0973102014,0.2446071591,0.1527436217,1.6965109089
CA,Santa Clara County,1682585,2.4281105059,,0.1836037591,0.2284001511,0.3117450406,0.0077644386,1.2373759583,0.1246431567,0.0561811083,0.1412215928,0.1371753005,1.5719539598
CA,Santa Cruz County,255602,2.5303766667,,0.2071442002,0.1339076371,0.2481626754,0.0941840239,1.0998198762,0.4510858867,0.0537393939,0.1350838909,0.1072490823,1.3958922434
CA,Shasta County,163256,3.6612837842,,0.4105783609,0.5830895096,0.222814296,0.0761747282,1.3425442496,0.5080146157,0.1062346682,0.2670404642,0.1447928917,1.8606122737
CA,Sierra County,3555,3.0270908798,,0.0885765733,0.1671414092,0.261007182,0.0049531262,1.7007161455,0,0,0,0.8046964435,2.5054125891
CA,Siskiyou County,44301,2.88265199,,0.0475578044,0.1083645587,0.2872447136,0,1.6252351355,0,0.1450628898,0.3646423306,0.3045445572,2.4394849132
CA,Solano County,394542,2.9544162803,,0.2586491847,0.9550995037,0.2776862722,0.0055587909,1.1850874035,0,0.0377665227,0.0949331296,0.139635473,1.4574225288
CA,Sonoma County,458614,2.1151532955,,0.0964645118,0.0793237163,0.2989516575,0.0006012054,1.3349758776,0,0.0506557102,0.1273324724,0.1268481443,1.6398122045
CA,Stanislaus County,446997,2.2089013898,,0.1369954763,0.2139163268,0.2145301225,0.0979976143,1.2951085724,0,0.0307340828,0.077255781,0.1423634137,1.5454618499
CA,Sutter County,78930,8.3032102034,,1.0436620272,0.4199238022,0.2387011225,4.830014056,1.3364573051,0,0.0562309445,0.1413468772,0.2368740688,1.7709091956
CA,Tehama County,56039,3.1809556417,,0.1171985687,1.1476725363,0.2231015342,0.0696710791,1.2191129775,0,0.0698826341,0.175662999,0.1586533128,1.6233119234
CA,Trinity County,13022,3.6912671997,,0.0150558698,0.032558033,0.1194402445,0,1.4987322493,0,0.4534051823,1.1397174918,0.432358129,3.5242130524
CA,Tulare County,368021,2.3883521135,,0.1366682028,0.3899711636,0.2187125372,6.38014565108499E-005,1.3520152275,0,0.0423777187,0.106524244,0.1420192183,1.6429364085
CA,Tuolumne County,54501,3.1556843536,,0.1157514887,0.2087080116,0.1583667832,0.1573066104,1.4032824392,0,0.2693108723,0.6769626385,0.1659955099,2.5155514598
CA,Ventura County,753197,2.9704219866,,0.1485217355,0.3935649547,0.243102889,0.8571878716,0.9948672652,0,0.0578564306,0.1454328264,0.1298880137,1.3280445359
CA,Yolo County,168660,9.2665214022,,6.5252207896,0.4019779325,0.2185489402,0.0106090222,1.6283969412,0,0.0832544988,0.2092755533,0.1892377244,2.1101647178
CA,Yuba County,60219,4.6853698941,,2.686101293,0.0634953053,0.1989169172,0.018886363,1.1526647459,0,0.1137208373,0.285858201,0.1657262314,1.7179700156
CO,Adams County,363857,6.2047246956,,0.1538115378,0.7938828302,0.3708554538,3.301052927,1.3092744137,0,0.0322016188,0.0809447231,0.1627011912,1.5851219468
CO,Alamosa County,14966,3.3663424406,,0.1440952473,0.0298036472,0.4390473196,0.1083043817,1.588037655,0,0.2343600429,0.5891071688,0.2335869781,2.6450918448
CO,Arapahoe County,487967,2.4461927103,,0.2280339284,0.1355743557,0.4443097455,0.0181249043,1.0994598527,0,0.1089651111,0.2739039398,0.1378208729,1.6201497765
CO,Archuleta County,9898,3.592629143,,0.1099209463,0.0164662983,0.5001626728,1.8677730519665E-005,2.0241841348,0,0.1965835812,0.4941492854,0.2511435466,2.9660605479
CO,Baca County,4517,8.9116132414,,0.0648004383,4.9430978542,0.6007130983,0.0150798365,2.6165270733,0,0.0608445676,0.1529441428,0.4576062305,3.2879220141
CO,Bent County,5998,9.3413332584,,2.8826939949,3.4894069362,0.4689171459,0.0064442324,1.7556423442,0,0.0539366942,0.135579992,0.5487119186,2.493870949
CO,Boulder County,291288,3.7323391471,,0.2028489226,0.290441949,0.3964940049,1.3416566005,0.9875198731,0.1372660867,0.0640389544,0.1609737442,0.1510990117,1.3636315835
CO,Broomfield County,42545,2.318614772,,0.1374891431,0.1391925807,0.3737041237,0.0048453801,1.51231719,0,0,0,0.1510663545,1.6633835444
CO,Chaffee County,16242,3.8457327402,,0.6449340925,0.378935067,0.5112233893,0.0074037828,1.7120579799,0,0.1206570581,0.3032939432,0.1672274274,2.3032364086
CO,Cheyenne County,2231,72.9816138158,,3.3756349017,60.4683277523,0.5423456736,2.8066388974,4.6821258767,0,0,0,1.1065407141,5.7886665908
CO,Clear Creek County,9322,12.1567633593,,0.0971459089,0.2761955321,0.5265364178,0,11.1271416288,0,0,0,0.1297438716,11.2568855004
CO,Conejos County,8400,2.8144195551,,0.0556097879,0.4618545651,0.4220197762,0,1.5495758751,0,0,0,0.3253595508,1.8749354258
CO,Costilla County,3663,4.6741969272,,0.0468163948,0.0050991328,0.5151259422,0,3.4984391137,0,0,0,0.6087163437,4.1071554574
CO,Crowley County,5518,3.1614999237,,0.0200808914,1.2222566224,0.3439017985,0,1.0529542721,0,0,0,0.5223063393,1.5752606114
CO,Custer County,3503,2.8168557645,,0.0962042651,0.007413927,0.5606540816,0,1.6692155442,0,0,0,0.4833679466,2.1525834908
CO,Delta County,27834,2.384786279,,0.0712870854,0.0370682061,0.4732298628,0.0021782851,1.4152223245,0,0.0493703585,0.1241015832,0.2123285733,1.8010228395
CO,Denver County,554636,4.3154689392,,0.4032663586,0.2498230407,0.4620797808,1.0310175314,1.2937126388,0,0.2057585301,0.5172120681,0.1525989907,2.1692822277
CO,Dolores County,1844,14.1653335803,,0.1241987038,8.2277141556,0.5353437469,0.6741655986,3.4475902553,0,0,0,1.1563211201,4.6039113754
CO,Douglas County,175766,2.3302111612,,0.0847520976,0.0272971016,0.4310817859,0.0026852252,1.5222587392,0,0,0,0.2621362118,1.7843949509
CO,Eagle County,41659,4.8265244393,,0.2586532707,0.2361269403,0.3676561468,0.0904074872,3.0568259732,0,0.1540698002,0.3872829344,0.2755018865,3.8736805944
CO,Elbert County,19872,3.0617862213,,0.4876669345,0.0226853654,0.492233896,0,1.8880742916,0,0,0,0.1711257339,2.0592000254
CO,El Paso County,516929,4.5443479434,,0.2762528847,0.1355936379,0.4406221627,2.1558117161,1.1201441842,0,0.0798225631,0.2006487596,0.1354520351,1.536067542
CO,Fremont County,46145,5.322614805,,0.3302337595,0.4169041163,0.4365742581,0.0029968594,1.0905104934,2.8428091948,0.0364802081,0.0916997694,0.0744061461,1.293096617
CO,Garfield County,43791,7.8250523563,,0.1568854455,4.3786692918,0.4373737689,0.0908423333,2.4634834278,0,0.0304398001,0.0765160916,0.1908421973,2.7612815168
CO,Gilpin County,4757,4.0034619813,,0.3971537259,0.0039264501,0.5096361548,0,2.5798156521,0,0,0,0.5129299983,3.0927456504
CO,Grand County,12442,5.0986480855,,0.9803876734,0.0144906607,0.4086293161,0,2.9703988071,0,0.0554580483,0.1394038585,0.5298797213,3.6951404352
CO,Gunnison County,13956,4.3859280502,,0.1902896631,0.0258361632,0.4121461094,0,2.2574562022,0,0.2889278796,0.7262735687,0.4849984639,3.7576561144
CO,Hinsdale County,790,8.3969888543,,0.146757552,0.0236431941,0.5167993713,0,3.5119624975,0,0,0,4.1978262394,7.7097887369
CO,Huerfano County,7862,5.7080452057,,0.4005726722,0.0156201408,0.5084928919,0,4.1886474574,0,0.0610301041,0.1534110675,0.3802708717,4.7833595007
CO,Jackson County,1577,7.2221944703,,0.1425735729,0.0118440858,0.4219815741,0,4.2578852898,0,0,0,2.3879099476,6.6457952374
CO,Jefferson County,527056,2.536456945,,0.1839915874,0.4319702524,0.4577017091,0,1.1933340116,0,0.0380533259,0.0956540608,0.1357519978,1.4627933961
CO,Kiowa County,1622,10.4499554753,,0.1384310354,0.7011696972,0.5989594571,0.0913733761,6.7967139174,0,0.1667944613,0.4192673818,1.5372461489,8.9200219095
CO,Kit Carson County,8011,11.3404844043,,0.0880052115,0.2149410663,0.4900762277,0.0933394,8.7424043259,0,0.1105411752,0.2778658036,1.3233111941,10.4541224989
CO,Lake County,7812,11.2185253919,,0.0664561745,0.1749217872,0.4864403828,0,9.6989824358,0,0.1779828953,0.4473928719,0.1663488445,10.4907070475
CO,La Plata County,43941,5.2127614896,,0.3777776675,3.1176650558,0.4867266568,0.026650699,0.290057698,0,0.1918102819,0.4821505773,0.2399228532,1.2039414104
CO,Larimer County,251494,4.9553284265,,0.209337444,0.2666544396,0.450198573,2.4759148705,1.2178015591,0,0.0477738748,0.120088461,0.1675592044,1.5532230993
CO,Las Animas County,15207,7.64082572,,0.0909281848,3.8070305139,0.5441808634,0,2.7187356826,0,0.1030739712,0.2590957214,0.1177807828,3.1986861579
CO,Lincoln County,6087,8.2870606571,,0.1579500026,0.2704330178,0.4447653402,1.5446220091,5.2931200938,0,0.0793672159,0.1995044707,0.297298507,5.8692902873
CO,Logan County,20504,4.9821503129,,0.3439418395,1.1231922321,0.4765458557,0.2501606454,2.1785370769,0,0.0332630857,0.0836129466,0.492896631,2.7883097403
CO,Mesa County,116255,4.061137011,,0.1481203106,0.6355833203,0.4823990555,0.9320220447,1.3217164365,0,0.1131769068,0.284491052,0.1436278845,1.8630122798
CO,Mineral County,831,17.0071122008,,0.1229426692,0.0224766827,0.5000747416,0,9.8431025547,0,0,0,6.5185155527,16.3616181074
CO,Moffat County,13184,207.1078517919,,0.0900088685,3.8822851447,0.4554857638,200.3804683016,1.9897678172,0,0.0205529464,0.0516634855,0.237619464,2.2996037131
CO,Montezuma County,23830,3.9405562181,,0.2415339585,0.873385579,0.4510024241,0.005423611,2.0246727663,0,0.0535207965,0.1345344825,0.1564826003,2.3692106456
CO,Montrose County,33432,9.6289534687,,0.1003631992,0.3679551166,0.4706282558,6.8373703306,1.3294669905,0,0.098991131,0.248832524,0.1753459211,1.8526365665
CO,Morgan County,27171,48.2582646999,,0.500812889,2.9066134177,0.4112565512,41.9546905972,2.0709006968,0,0.0262126647,0.0658903356,0.3218875476,2.4848912448
CO,Otero County,20311,2.7066479823,,0.0998307406,0.3355742022,0.5072393122,0.052892029,1.4415946886,0,0.0389528092,0.0979151337,0.1326490668,1.7111116983
CO,Ouray County,3742,4.9547896655,,0.0826558201,0.0189283704,0.5297064216,0,3.5039134048,0,0,0,0.8195856486,4.3234990534
CO,Park County,14523,2.7094871974,,0.0280992585,0.0094290385,0.4808696539,0,1.9740765175,0,0,0,0.2170127289,2.1910892464
CO,Phillips County,4480,4.5774321192,,0.1295676258,0.0365159779,0.4959036652,0.0028403786,1.6902434232,0,0.1580902651,0.3973896891,1.6668810942,3.9126044717
CO,Pitkin County,14872,4.7000477918,,0.4413630996,0.0376248454,0.4259900533,0,1.7328423136,0,0.4876530814,1.225806216,0.3487681824,3.7950697935
CO,Prowers County,14483,6.0424351374,,0.0965449908,2.2631600608,0.4761698725,0.2097291725,1.5439806706,0,0.1399687993,0.3518374508,0.96104412,2.9968310408
CO,Pueblo County,141472,13.1784871548,,0.4069817394,0.4721639557,0.4984027755,10.041132602,1.3066459176,0,0.0980070997,0.2463589449,0.1087941199,1.7598060822
CO,Rio Blanco County,5986,50.1907112256,,13.3609859601,29.057435232,0.4790965853,0.8897777484,2.2556618461,0,1.0013552185,2.5170901855,0.6293084496,6.4034156998
CO,Rio Grande County,12413,2.9539875322,,0.1154324401,0.1143907279,0.4451449232,0,1.6873970498,0,0.0574300448,0.1443609448,0.3898314017,2.279019441
CO,Routt County,19690,59.6159901142,,0.2426341395,0.0872326104,0.474658207,55.8067830491,1.8598371747,0,0.2077845885,0.5223050608,0.4147552841,3.0046821082
CO,Saguache County,5917,4.2876180787,,0.0440466871,0.0187539193,0.4594601122,0,3.1377753227,0,0,0,0.6275820373,3.76535736
CO,San Juan County,558,23.146928465,,0.4412577654,0.0334733393,0.678987516,0,14.933665414,0,0,0,7.0595444302,21.9932098442
CO,San Miguel County,6594,5.8540494997,,0.273490038,0.6837910993,0.4210549162,0.0124867401,2.6538400711,0,0.3310223068,0.8320858766,0.6462784515,4.463226706
CO,Sedgwick County,2747,7.9163716272,,0.1392147653,0.0067994625,0.5860667572,0,5.6820610496,0,0.0097704211,0.0245589914,1.4679001801,7.1842906423
CO,Summit County,23548,4.3357180098,,0.3595690007,0.0136358004,0.3591895344,0,3.3246799135,0,0,0,0.2786437608,3.6033236743
